xmin,xmax,xmid,count,density,n
3.6,3.8000000000000003,3.7,2,0.029585798816568018,338
3.8000000000000003,4,3.9000000000000004,7,0.1035502958579883,338
4,4.2,4.1,12,0.1775147928994081,338
4.2,4.4,4.300000000000001,14,0.20710059171597614,338
4.4,4.6000000000000005,4.5,25,0.36982248520710026,338
4.6000000000000005,4.800000000000001,4.700000000000001,17,0.25147928994082813,338
4.800000000000001,5,4.9,34,0.5029585798816585,338
5,5.2,5.1,29,0.42899408284023627,338
5.2,5.4,5.300000000000001,27,0.39940828402366824,338
5.4,5.6000000000000005,5.5,36,0.5325443786982244,338
5.6000000000000005,5.800000000000001,5.700000000000001,31,0.4585798816568043,338
5.800000000000001,6,5.9,23,0.3402366863905337,338
6,6.200000000000001,6.1000000000000005,21,0.3106508875739628,338
6.200000000000001,6.4,6.300000000000001,16,0.2366863905325452,338
6.4,6.6000000000000005,6.5,12,0.1775147928994081,338
6.6000000000000005,6.800000000000001,6.700000000000001,8,0.11834319526627207,338
6.800000000000001,7.000000000000001,6.9,5,0.07396449704142005,338
7.000000000000001,7.200000000000001,7.100000000000001,4,0.059171597633136036,338
7.200000000000001,7.4,7.300000000000001,7,0.10355029585798853,338
7.4,7.600000000000001,7.500000000000001,2,0.02958579881656789,338
7.600000000000001,7.800000000000001,7.700000000000001,3,0.04437869822485222,338
7.800000000000001,8.000000000000002,7.900000000000001,0,0,338
8.000000000000002,8.200000000000001,8.100000000000001,1,0.014792899408284075,338
8.200000000000001,8.4,8.3,2,0.02958579881656815,338
