xmin,xmax,xmid,count,density,n
3.4000000000000004,3.6000000000000005,3.5000000000000004,1,0.019607843137254884,255
3.6000000000000005,3.8000000000000003,3.7,1,0.01960784313725493,255
3.8000000000000003,4,3.9000000000000004,3,0.05882352941176479,255
4,4.2,4.1,2,0.03921568627450977,255
4.2,4.4,4.300000000000001,4,0.07843137254901954,255
4.4,4.6000000000000005,4.5,3,0.058823529411764656,255
4.6000000000000005,4.800000000000001,4.700000000000001,3,0.058823529411764656,255
4.800000000000001,5.000000000000001,4.9,5,0.09803921568627443,255
5.000000000000001,5.200000000000001,5.100000000000001,6,0.11764705882352931,255
5.200000000000001,5.4,5.300000000000001,7,0.1372549019607848,255
5.4,5.600000000000001,5.500000000000001,5,0.098039215686274,255
5.600000000000001,5.800000000000001,5.700000000000001,7,0.1372549019607848,255
5.800000000000001,6.000000000000001,5.9,10,0.19607843137254885,255
6.000000000000001,6.200000000000001,6.100000000000001,11,0.21568627450980374,255
6.200000000000001,6.4,6.300000000000001,9,0.17647058823529477,255
6.4,6.600000000000001,6.500000000000001,20,0.392156862745096,255
6.600000000000001,6.800000000000001,6.700000000000001,26,0.5098039215686293,255
6.800000000000001,7.000000000000001,6.9,18,0.3529411764705879,255
7.000000000000001,7.200000000000001,7.100000000000001,32,0.6274509803921563,255
7.200000000000001,7.400000000000001,7.300000000000001,23,0.45098039215686236,255
7.400000000000001,7.600000000000001,7.500000000000002,15,0.29411764705882326,255
7.600000000000001,7.800000000000002,7.700000000000001,26,0.509803921568627,255
7.800000000000002,8,7.9,11,0.21568627450980563,255
8,8.200000000000001,8.100000000000001,7,0.13725490196078358,255
