xmin,xmax,xmid,count,density,n
3.3000000000000003,3.4000000000000004,3.3500000000000005,2,0.059171597633136036,338
3.4000000000000004,3.5000000000000004,3.45,3,0.08875739644970405,338
3.5000000000000004,3.6000000000000005,3.5500000000000007,10,0.2958579881656802,338
3.6000000000000005,3.7,3.6500000000000004,20,0.591715976331363,338
3.7,3.8000000000000003,3.75,21,0.6213017751479284,338
3.8000000000000003,3.9000000000000004,3.8500000000000005,19,0.5621301775147923,338
3.9000000000000004,4,3.95,33,0.9763313609467489,338
4,4.1000000000000005,4.050000000000001,21,0.6213017751479256,338
4.1000000000000005,4.2,4.15,26,0.7692307692307719,338
4.2,4.300000000000001,4.25,34,1.005917159763308,338
4.300000000000001,4.4,4.3500000000000005,32,0.9467455621301808,338
4.4,4.5,4.45,18,0.5325443786982267,338
4.5,4.6000000000000005,4.550000000000001,22,0.6508875739644936,338
4.6000000000000005,4.7,4.65,15,0.44378698224852225,338
4.7,4.800000000000001,4.75,16,0.47337278106508623,338
4.800000000000001,4.9,4.8500000000000005,9,0.26627218934911334,338
4.9,5,4.95,8,0.2366863905325452,338
5,5.1000000000000005,5.050000000000001,5,0.14792899408283944,338
5.1000000000000005,5.2,5.15,3,0.08875739644970444,338
5.2,5.300000000000001,5.25,4,0.11834319526627156,338
5.300000000000001,5.4,5.3500000000000005,4,0.1183431952662726,338
5.4,5.5,5.45,3,0.08875739644970444,338
5.5,5.6000000000000005,5.550000000000001,4,0.11834319526627156,338
5.6000000000000005,5.700000000000001,5.65,2,0.05917159763313578,338
5.700000000000001,5.800000000000001,5.750000000000001,3,0.08875739644970444,338
5.800000000000001,5.9,5.8500000000000005,0,0,338
5.9,6,5.95,0,0,338
6,6.1000000000000005,6.050000000000001,0,0,338
6.1000000000000005,6.200000000000001,6.15,0,0,338
6.200000000000001,6.300000000000001,6.250000000000001,0,0,338
6.300000000000001,6.4,6.3500000000000005,0,0,338
6.4,6.5,6.45,0,0,338
6.5,6.6000000000000005,6.550000000000001,1,0.02958579881656789,338
