xmin,xmax,xmid,count,density,n
3.4000000000000004,3.6000000000000005,3.5000000000000004,3,0.04437869822485203,338
3.6000000000000005,3.8000000000000003,3.7,4,0.059171597633136175,338
3.8000000000000003,4,3.9000000000000004,8,0.11834319526627235,338
4,4.2,4.1,15,0.22189349112426013,338
4.2,4.4,4.300000000000001,19,0.28106508875739616,338
4.4,4.6000000000000005,4.5,37,0.5473372781065083,338
4.6000000000000005,4.800000000000001,4.700000000000001,45,0.6656804733727805,338
4.800000000000001,5.000000000000001,4.9,33,0.48816568047337233,338
5.000000000000001,5.200000000000001,5.100000000000001,33,0.48816568047337233,338
5.200000000000001,5.4,5.300000000000001,22,0.32544378698224963,338
5.4,5.600000000000001,5.500000000000001,25,0.3698224852070986,338
5.600000000000001,5.800000000000001,5.700000000000001,23,0.3402366863905337,338
5.800000000000001,6.000000000000001,5.9,14,0.20710059171597614,338
6.000000000000001,6.200000000000001,6.100000000000001,13,0.19230769230769212,338
6.200000000000001,6.4,6.300000000000001,10,0.14792899408284074,338
6.4,6.600000000000001,6.500000000000001,11,0.1627218934911234,338
6.600000000000001,6.800000000000001,6.700000000000001,6,0.08875739644970444,338
6.800000000000001,7.000000000000001,6.9,4,0.059171597633136036,338
7.000000000000001,7.200000000000001,7.100000000000001,4,0.059171597633136036,338
7.200000000000001,7.400000000000001,7.300000000000001,5,0.07396449704142005,338
7.400000000000001,7.600000000000001,7.500000000000002,0,0,338
7.600000000000001,7.800000000000002,7.700000000000001,1,0.014792899408284009,338
7.800000000000002,8,7.9,1,0.014792899408284143,338
8,8.200000000000001,8.100000000000001,2,0.02958579881656789,338
