xmin,xmax,xmid,count,density,n
3.6,3.7,3.6500000000000004,1,0.03921568627450977,255
3.7,3.8000000000000003,3.75,2,0.07843137254901954,255
3.8000000000000003,3.9000000000000004,3.8500000000000005,1,0.03921568627450977,255
3.9000000000000004,4,3.95,3,0.11764705882352984,255
4,4.1000000000000005,4.050000000000001,3,0.11764705882352879,255
4.1000000000000005,4.2,4.15,10,0.3921568627450995,255
4.2,4.300000000000001,4.25,11,0.43137254901960553,255
4.300000000000001,4.4,4.3500000000000005,16,0.6274509803921592,255
4.4,4.5,4.45,11,0.4313725490196094,255
4.5,4.6000000000000005,4.550000000000001,17,0.6666666666666632,255
4.6000000000000005,4.7,4.65,8,0.3137254901960796,255
4.7,4.800000000000001,4.75,25,0.98039215686274,255
4.800000000000001,4.9,4.8500000000000005,17,0.6666666666666691,255
4.9,5,4.95,25,0.9803921568627486,255
5,5.1000000000000005,5.050000000000001,16,0.6274509803921535,255
5.1000000000000005,5.2,5.15,15,0.5882352941176492,255
5.2,5.300000000000001,5.25,14,0.5490196078431343,255
5.300000000000001,5.4,5.3500000000000005,10,0.3921568627450995,255
5.4,5.5,5.45,10,0.3921568627450995,255
5.5,5.6000000000000005,5.550000000000001,10,0.392156862745096,255
5.6000000000000005,5.700000000000001,5.65,7,0.27450980392156715,255
5.700000000000001,5.800000000000001,5.750000000000001,2,0.0784313725490199,255
5.800000000000001,5.9,5.8500000000000005,7,0.2745098039215696,255
5.9,6,5.95,3,0.11764705882352984,255
6,6.1000000000000005,6.050000000000001,5,0.196078431372548,255
6.1000000000000005,6.200000000000001,6.15,1,0.039215686274509595,255
6.200000000000001,6.300000000000001,6.250000000000001,2,0.0784313725490199,255
6.300000000000001,6.4,6.3500000000000005,0,0,255
6.4,6.5,6.45,1,0.03921568627450995,255
6.5,6.6000000000000005,6.550000000000001,2,0.07843137254901919,255
