xmin,xmax,xmid,count,density,n
3.4000000000000004,3.6000000000000005,3.5000000000000004,1,0.0014343086632243247,3486
3.6000000000000005,3.8000000000000003,3.7,1,0.001434308663224328,3486
3.8000000000000003,4,3.9000000000000004,1,0.001434308663224328,3486
4,4.2,4.1,1,0.0014343086632243247,3486
4.2,4.4,4.300000000000001,12,0.017211703958691895,3486
4.4,4.6000000000000005,4.5,24,0.03442340791738379,3486
4.6000000000000005,4.800000000000001,4.700000000000001,41,0.058806655192197306,3486
4.800000000000001,5,4.9,67,0.09609868043603018,3486
5,5.2,5.1,113,0.1620768789443487,3486
5.2,5.4,5.300000000000001,191,0.273952954675846,3486
5.4,5.6000000000000005,5.5,305,0.437464142283419,3486
5.6000000000000005,5.800000000000001,5.700000000000001,360,0.5163511187607569,3486
5.800000000000001,6,5.9,476,0.6827309236947815,3486
6,6.200000000000001,6.1000000000000005,439,0.6296615031554758,3486
6.200000000000001,6.4,6.300000000000001,351,0.5034423407917401,3486
6.4,6.6000000000000005,6.5,173,0.24813539873780815,3486
6.6000000000000005,6.800000000000001,6.700000000000001,119,0.17068273092369463,3486
6.800000000000001,7,6.9,178,0.2553069420539309,3486
7,7.200000000000001,7.1000000000000005,156,0.22375215146299365,3486
7.200000000000001,7.4,7.300000000000001,127,0.18215720022949003,3486
7.4,7.6000000000000005,7.5,74,0.10613884107860003,3486
7.6000000000000005,7.800000000000001,7.700000000000001,75,0.10757314974182434,3486
7.800000000000001,8,7.9,36,0.05163511187607591,3486
8,8.200000000000001,8.100000000000001,51,0.07314974182444023,3486
8.200000000000001,8.4,8.3,27,0.03872633390705694,3486
8.4,8.600000000000001,8.5,29,0.041594951233505234,3486
8.600000000000001,8.8,8.700000000000001,18,0.025817555938037955,3486
8.8,9,8.9,14,0.02008032128514063,3486
9,9.200000000000001,9.100000000000001,10,0.014343086632243183,3486
9.200000000000001,9.4,9.3,5,0.007171543316121655,3486
9.4,9.600000000000001,9.5,5,0.007171543316121591,3486
9.600000000000001,9.8,9.700000000000001,3,0.004302925989672993,3486
9.8,10,9.9,1,0.001434308663224331,3486
10,10.200000000000001,10.100000000000001,1,0.0014343086632243184,3486
10.200000000000001,10.4,10.3,0,0,3486
10.4,10.600000000000001,10.5,0,0,3486
10.600000000000001,10.8,10.700000000000001,1,0.001434308663224331,3486
