antigen,study,year,age_cat,median_group_age,method,x,n,mean,lower,upper,tpr,fpr,auc_med,group,spec,sens,adjusted_prev,site_year
DENV2 NS1,French Guiana,2015,18-39,29.5,exact,196,250,0.784,0.7277611190107559,0.8333693383859031,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,0.9381149356421191,French Guiana _ 2015
DENV2 NS1,French Guiana,2015,40-59,49,exact,120,158,0.759493670886076,0.6851561173168809,0.8238361054495746,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,0.9079149259943425,French Guiana _ 2015
DENV2 NS1,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,1,French Guiana _ 2015
DENV2 NS1,French Guiana,2019,18-39,29.5,exact,171,201,0.8507462686567164,0.7938368050540213,0.8969779482415527,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,1,French Guiana _ 2019
DENV2 NS1,French Guiana,2019,40-59,49,exact,140,163,0.8588957055214724,0.7958331334210055,0.9084018032609669,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,1,French Guiana _ 2019
DENV2 NS1,French Guiana,2019,>59,65,exact,10,14,0.7142857142857143,0.41896474281633855,0.9161106816928725,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,0.8522035740762192,French Guiana _ 2019
DENV2 NS1,New Caledonia,2020,18-39,29.5,exact,176,256,0.6875,0.626831831779595,0.7437640291637295,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,0.8191945980647309,New Caledonia _ 2020
DENV2 NS1,New Caledonia,2020,40-59,49,exact,235,304,0.7730263157894737,0.7217509564050354,0.8188929285051181,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,0.9245916793645704,New Caledonia _ 2020
DENV2 NS1,New Caledonia,2020,>59,65,exact,38,40,0.95,0.8308031360405824,0.9938863534006491,0.834217724168915,0.02275013194817921,0.9810518914282748,Flavi,0.9772498680518208,0.834217724168915,1,New Caledonia _ 2020
DENV3 NS1,Peru,2018,<5,3,exact,6,56,0.10714285714285714,0.04034794619082216,0.21875647184527947,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.09334568478522985,Peru _ 2018
DENV3 NS1,Peru,2018,5-9,8,exact,14,126,0.1111111111111111,0.06209325520314657,0.17939527686378787,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.09773491837395311,Peru _ 2018
DENV3 NS1,Peru,2018,10-17,13,exact,38,153,0.24836601307189543,0.18214334483043104,0.3245976857706324,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.2495507625015578,Peru _ 2018
DENV3 NS1,Peru,2018,18-39,29.5,exact,195,295,0.6610169491525424,0.6038924976690889,0.714868907644888,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.7059785424655026,Peru _ 2018
DENV3 NS1,Peru,2018,40-59,49,exact,104,142,0.7323943661971831,0.6516759790351346,0.8031530743465193,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.7849281658704015,Peru _ 2018
DENV3 NS1,Peru,2018,>59,65,exact,90,108,0.8333333333333334,0.749444411083799,0.8981268222374051,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.8965754315215877,Peru _ 2018
DENV3 NS1,Senegal,2016,<5,3,exact,2,78,0.02564102564102564,0.0031204724829340114,0.08957332714632771,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.0031975795399136124,Senegal _ 2016
DENV3 NS1,Senegal,2016,5-9,8,exact,106,119,0.8907563025210085,0.8204361285143028,0.9405349402809752,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.9600902234525244,Senegal _ 2016
DENV3 NS1,Senegal,2016,10-17,13,exact,146,146,1,0.9750502238880522,1,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,1,Senegal _ 2016
DENV3 NS1,Senegal,2016,18-39,29.5,exact,204,205,0.9951219512195122,0.9731223762233312,0.9998765061236342,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,1,Senegal _ 2016
DENV3 NS1,Senegal,2016,40-59,49,exact,113,113,1,0.9678821442542607,1,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,1,Senegal _ 2016
DENV3 NS1,Senegal,2016,>59,65,exact,35,35,1,0.8999675644278949,1,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,1,Senegal _ 2016
DENV3 NS1,Senegal,2018,5-9,8,exact,83,94,0.8829787234042553,0.8002568082033943,0.9401129040120587,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.9514875453549766,Senegal _ 2018
DENV3 NS1,Senegal,2018,10-17,13,exact,120,134,0.8955223880597015,0.8309194372498119,0.9416927688549379,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.9653619280612806,Senegal _ 2018
DENV3 NS1,Senegal,2018,18-39,29.5,exact,152,154,0.987012987012987,0.9538755490443982,0.9984233246043949,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,1,Senegal _ 2018
DENV3 NS1,Senegal,2018,40-59,49,exact,101,101,1,0.9641353796099963,1,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,1,Senegal _ 2018
DENV3 NS1,Senegal,2018,>59,65,exact,40,40,1,0.9119026971211976,1,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,1,Senegal _ 2018
DENV3 NS1,French Guiana,2015,18-39,29.5,exact,192,250,0.768,0.7106596858330394,0.8188654036207138,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.824311089716848,French Guiana _ 2015
DENV3 NS1,French Guiana,2015,40-59,49,exact,122,158,0.7721518987341772,0.6987827897118852,0.835027371686599,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.8289034503688669,French Guiana _ 2015
DENV3 NS1,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,1,French Guiana _ 2015
DENV3 NS1,French Guiana,2019,18-39,29.5,exact,177,201,0.8805970149253731,0.8275632928753086,0.9219778580851531,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.9488531688917543,French Guiana _ 2019
DENV3 NS1,French Guiana,2019,40-59,49,exact,144,163,0.8834355828220859,0.8239664256402405,0.9283422780469245,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.9519928715558975,French Guiana _ 2019
DENV3 NS1,French Guiana,2019,>59,65,exact,12,14,0.8571428571428571,0.5718708390903011,0.9822054845168084,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.9229108330539272,French Guiana _ 2019
DENV3 NS1,New Caledonia,2020,18-39,29.5,exact,157,256,0.61328125,0.5506392193329271,0.6732677934882396,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.6531787126719176,New Caledonia _ 2020
DENV3 NS1,New Caledonia,2020,40-59,49,exact,221,304,0.7269736842105263,0.6731923688630644,0.7762699373528398,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.7789324207290971,New Caledonia _ 2020
DENV3 NS1,New Caledonia,2020,>59,65,exact,37,40,0.925,0.796135251267101,0.9842578201489585,0.9268382575947908,0.02275013194817921,0.9931142867050544,Flavi,0.9772498680518208,0.9268382575947908,0.9979667274210953,New Caledonia _ 2020
DENV4 NS1,Peru,2018,<5,3,exact,7,56,0.125,0.05176450487920037,0.24073257965206896,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.11982210724137855,Peru _ 2018
DENV4 NS1,Peru,2018,5-9,8,exact,13,126,0.10317460317460317,0.056090419103411726,0.16996859640637108,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.09424588803615713,Peru _ 2018
DENV4 NS1,Peru,2018,10-17,13,exact,32,153,0.20915032679738563,0.1476742259863516,0.2822351480223948,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.21843416096846272,Peru _ 2018
DENV4 NS1,Peru,2018,18-39,29.5,exact,192,295,0.6508474576271186,0.5934491368849696,0.7051807914251883,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.7360395328567355,Peru _ 2018
DENV4 NS1,Peru,2018,40-59,49,exact,99,142,0.6971830985915493,0.6145212550848689,0.7714116100902152,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.7903382253296123,Peru _ 2018
DENV4 NS1,Peru,2018,>59,65,exact,81,108,0.75,0.6574880602647021,0.8283355968425128,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.852232020845449,Peru _ 2018
DENV4 NS1,Senegal,2016,<5,3,exact,1,78,0.01282051282051282,3.2453460909720455e-4,0.06937274078560496,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0,Senegal _ 2016
DENV4 NS1,Senegal,2016,5-9,8,exact,106,119,0.8907563025210085,0.8204361285143028,0.9405349402809752,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,Senegal _ 2016
DENV4 NS1,Senegal,2016,10-17,13,exact,146,146,1,0.9750502238880522,1,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,Senegal _ 2016
DENV4 NS1,Senegal,2016,18-39,29.5,exact,204,205,0.9951219512195122,0.9731223762233312,0.9998765061236342,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,Senegal _ 2016
DENV4 NS1,Senegal,2016,40-59,49,exact,113,113,1,0.9678821442542607,1,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,Senegal _ 2016
DENV4 NS1,Senegal,2016,>59,65,exact,35,35,1,0.8999675644278949,1,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,Senegal _ 2016
DENV4 NS1,Senegal,2018,5-9,8,exact,78,94,0.8297872340425532,0.7383526575869891,0.8994616707487625,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.9457311587523519,Senegal _ 2018
DENV4 NS1,Senegal,2018,10-17,13,exact,114,134,0.8507462686567164,0.7789430652319228,0.9063845046360074,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.9702921263219261,Senegal _ 2018
DENV4 NS1,Senegal,2018,18-39,29.5,exact,149,154,0.9675324675324676,0.925860459184221,0.9893754248256854,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,Senegal _ 2018
DENV4 NS1,Senegal,2018,40-59,49,exact,99,101,0.9801980198019802,0.9302949102050756,0.997592827090742,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,Senegal _ 2018
DENV4 NS1,Senegal,2018,>59,65,exact,39,40,0.975,0.8684141415172343,0.9993672550679505,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,Senegal _ 2018
DENV4 NS1,French Guiana,2015,18-39,29.5,exact,180,250,0.72,0.6599495136998608,0.7747498446904041,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.817076344992454,French Guiana _ 2015
DENV4 NS1,French Guiana,2015,40-59,49,exact,113,158,0.7151898734177216,0.6380489894004091,0.784066434879981,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.8114395699611721,French Guiana _ 2015
DENV4 NS1,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,French Guiana _ 2015
DENV4 NS1,French Guiana,2019,18-39,29.5,exact,171,201,0.8507462686567164,0.7938368050540213,0.8969779482415527,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.9702921263219261,French Guiana _ 2019
DENV4 NS1,French Guiana,2019,40-59,49,exact,135,163,0.8282208588957055,0.7613911088380301,0.8827148486537343,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.943895592854793,French Guiana _ 2019
DENV4 NS1,French Guiana,2019,>59,65,exact,10,14,0.7142857142857143,0.41896474281633855,0.9161106816928725,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.8103800257823595,French Guiana _ 2019
DENV4 NS1,New Caledonia,2020,18-39,29.5,exact,164,256,0.640625,0.578532442397209,0.6994191283617897,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.7240602859647367,New Caledonia _ 2020
DENV4 NS1,New Caledonia,2020,40-59,49,exact,229,304,0.7532894736842105,0.7008511780045654,0.8007160244928504,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,0.856086809864418,New Caledonia _ 2020
DENV4 NS1,New Caledonia,2020,>59,65,exact,36,40,0.9,0.7633626001239001,0.9720745847057807,0.876097401545441,0.02275013194817921,0.986115086864724,Flavi,0.9772498680518208,0.876097401545441,1,New Caledonia _ 2020
ZIKV VLP,Peru,2018,<5,3,exact,14,56,0.25,0.1439331121643963,0.38372019088070575,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.26952796157183234,Peru _ 2018
ZIKV VLP,Peru,2018,5-9,8,exact,24,126,0.19047619047619047,0.12601998186649266,0.27002575770475457,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.19893020420686913,Peru _ 2018
ZIKV VLP,Peru,2018,10-17,13,exact,60,153,0.39215686274509803,0.3143121732535631,0.4742636340725709,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.43813201739639235,Peru _ 2018
ZIKV VLP,Peru,2018,18-39,29.5,exact,203,295,0.688135593220339,0.6318774668489573,0.7405668763604267,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.7891753186643127,Peru _ 2018
ZIKV VLP,Peru,2018,40-59,49,exact,114,142,0.8028169014084507,0.7277811953652289,0.86479334135763275,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.9251922039162963,Peru _ 2018
ZIKV VLP,Peru,2018,>59,65,exact,97,108,0.8981481481481481,0.8250640135083366,0.9480491719565877,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,Peru _ 2018
ZIKV VLP,Senegal,2016,<5,3,exact,1,78,0.01282051282051282,3.2453460909720455e-4,0.06937274078560496,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0,Senegal _ 2016
ZIKV VLP,Senegal,2016,5-9,8,exact,100,119,0.8403361344537815,0.7619469094956861,0.901048214714197,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.9696916022619997,Senegal _ 2016
ZIKV VLP,Senegal,2016,10-17,13,exact,138,146,0.9452054794520548,0.8948889156523929,0.9760497154794583,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,Senegal _ 2016
ZIKV VLP,Senegal,2016,18-39,29.5,exact,201,205,0.9804878048780488,0.9507971983797641,0.9946586139531599,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,Senegal _ 2016
ZIKV VLP,Senegal,2016,40-59,49,exact,111,113,0.9823008849557522,0.9375258478548559,0.9978493216840143,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,Senegal _ 2016
ZIKV VLP,Senegal,2016,>59,65,exact,34,35,0.9714285714285714,0.8508279203435684,0.999276895623662,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,Senegal _ 2016
ZIKV VLP,Senegal,2018,5-9,8,exact,44,94,0.46808510638297873,0.3643738977094372,0.5738621487301516,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.5281861279175071,Senegal _ 2018
ZIKV VLP,Senegal,2018,10-17,13,exact,76,134,0.5671641791044776,0.4788508541426505,0.6524428168389165,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.6456981015612647,Senegal _ 2018
ZIKV VLP,Senegal,2018,18-39,29.5,exact,138,154,0.8961038961038961,0.836765754853105,0.9394380347868699,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,Senegal _ 2018
ZIKV VLP,Senegal,2018,40-59,49,exact,96,101,0.9504950495049505,0.8882449413653339,0.9837327848893618,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,Senegal _ 2018
ZIKV VLP,Senegal,2018,>59,65,exact,39,40,0.975,0.8684141415172343,0.9993672550679505,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,Senegal _ 2018
ZIKV VLP,French Guiana,2015,18-39,29.5,exact,194,250,0.776,0.719197018724719,0.8261309982265509,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.8933862238545419,French Guiana _ 2015
ZIKV VLP,French Guiana,2015,40-59,49,exact,130,158,0.8227848101265823,0.7541619312514533,0.8788933611904262,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.9488749887724052,French Guiana _ 2015
ZIKV VLP,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,French Guiana _ 2015
ZIKV VLP,French Guiana,2019,18-39,29.5,exact,176,201,0.8756218905472637,0.8218888649339828,0.9178669859843305,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,French Guiana _ 2019
ZIKV VLP,French Guiana,2019,40-59,49,exact,146,163,0.8957055214723927,0.8382703210394933,0.9380606421952524,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,French Guiana _ 2019
ZIKV VLP,French Guiana,2019,>59,65,exact,12,14,0.8571428571428571,0.5718708390903011,0.9822054845168084,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.9896250866944599,French Guiana _ 2019
ZIKV VLP,New Caledonia,2020,18-39,29.5,exact,172,256,0.671875,0.6106616503587854,0.7290533761187841,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.769889566896011,New Caledonia _ 2020
ZIKV VLP,New Caledonia,2020,40-59,49,exact,230,304,0.756578947368421,0.7043248396510008,0.8037552742801903,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,0.8703520334620743,New Caledonia _ 2020
ZIKV VLP,New Caledonia,2020,>59,65,exact,37,40,0.925,0.796135251267101,0.9842578201489585,0.8658903639543339,0.02275013194817921,0.9889626091315872,Flavi,0.9772498680518208,0.8658903639543339,1,New Caledonia _ 2020
ZIKVU NS1,Peru,2018,<5,3,exact,12,56,0.21428571428571427,0.11592219911993074,0.34439541108633365,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.23021731901693515,Peru _ 2018
ZIKVU NS1,Peru,2018,5-9,8,exact,21,126,0.16666666666666666,0.10623026380705947,0.24341399727048374,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.17298132483138604,Peru _ 2018
ZIKVU NS1,Peru,2018,10-17,13,exact,50,153,0.32679738562091504,0.2532412772955971,0.4072125997654892,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.36545138371024233,Peru _ 2018
ZIKVU NS1,Peru,2018,18-39,29.5,exact,166,295,0.5627118644067797,0.5040208004327742,0.620130613350888,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.6490101781678085,Peru _ 2018
ZIKVU NS1,Peru,2018,40-59,49,exact,94,142,0.6619718309859155,0.5778782565860875,0.7391488179205393,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.7683162784374139,Peru _ 2018
ZIKVU NS1,Peru,2018,>59,65,exact,88,108,0.8148148148148148,0.7285891474997314,0.8830588116502278,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.9520268012458039,Peru _ 2018
ZIKVU NS1,Senegal,2016,<5,3,exact,1,78,0.01282051282051282,3.2453460909720455e-4,0.06937274078560496,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0,Senegal _ 2016
ZIKVU NS1,Senegal,2016,5-9,8,exact,107,119,0.8991596638655462,0.830476804609474,0.9467994455733677,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2016
ZIKVU NS1,Senegal,2016,10-17,13,exact,146,146,1,0.9750502238880522,1,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2016
ZIKVU NS1,Senegal,2016,18-39,29.5,exact,204,205,0.9951219512195122,0.9731223762233312,0.9998765061236342,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2016
ZIKVU NS1,Senegal,2016,40-59,49,exact,113,113,1,0.9678821442542607,1,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2016
ZIKVU NS1,Senegal,2016,>59,65,exact,35,35,1,0.8999675644278949,1,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2016
ZIKVU NS1,Senegal,2018,5-9,8,exact,88,94,0.9361702127659575,0.8662324095257107,0.9762174397249506,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2018
ZIKVU NS1,Senegal,2018,10-17,13,exact,125,134,0.9328358208955224,0.8763305484951431,0.9688305683336832,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2018
ZIKVU NS1,Senegal,2018,18-39,29.5,exact,152,154,0.987012987012987,0.9538755490443982,0.9984233246043949,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2018
ZIKVU NS1,Senegal,2018,40-59,49,exact,99,101,0.9801980198019802,0.9302949102050756,0.997592827090742,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2018
ZIKVU NS1,Senegal,2018,>59,65,exact,40,40,1,0.9119026971211976,1,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,Senegal _ 2018
ZIKVU NS1,French Guiana,2015,18-39,29.5,exact,143,250,0.572,0.5081182597579327,0.634153951396037,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.6601741073387797,French Guiana _ 2015
ZIKVU NS1,French Guiana,2015,40-59,49,exact,97,158,0.6139240506329114,0.5332870559062957,0.6902026786216572,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.7105649664222394,French Guiana _ 2015
ZIKVU NS1,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,1,French Guiana _ 2015
ZIKVU NS1,French Guiana,2019,18-39,29.5,exact,145,201,0.7213930348258707,0.6539580455712197,0.7821693854095477,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.839737943664536,French Guiana _ 2019
ZIKVU NS1,French Guiana,2019,40-59,49,exact,132,163,0.8098159509202454,0.7410453821854541,0.8669699403480094,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.9460183874049216,French Guiana _ 2019
ZIKVU NS1,French Guiana,2019,>59,65,exact,11,14,0.7857142857142857,0.4920243229515282,0.9534207121101327,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.9170492492435239,French Guiana _ 2019
ZIKVU NS1,New Caledonia,2020,18-39,29.5,exact,149,256,0.58203125,0.5190007291080961,0.6431397982276781,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.6722312272389291,New Caledonia _ 2020
ZIKVU NS1,New Caledonia,2020,40-59,49,exact,201,304,0.6611842105263158,0.6049592593015568,0.7142315947906992,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.7673695933964466,New Caledonia _ 2020
ZIKVU NS1,New Caledonia,2020,>59,65,exact,31,40,0.775,0.6154883226965775,0.891603361015928,0.8547274269467602,0.02275013194817921,0.9805754170586318,Flavi,0.9772498680518208,0.8547274269467602,0.9041711505517754,New Caledonia _ 2020
ZIKVSU NS1,Peru,2018,<5,3,exact,17,56,0.30357142857142855,0.187798729881535,0.4409673736807175,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.33713983791825947,Peru _ 2018
ZIKVSU NS1,Peru,2018,5-9,8,exact,32,126,0.25396825396825395,0.18065012791115653,0.3392068455981928,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.2775887766311188,Peru _ 2018
