antigen,study,year,age_cat,median_group_age,method,x,n,mean,lower,upper,tpr,fpr,auc_med,group,spec,sens,adjusted_prev,site_year
CHIKV VLP,Peru,2018,<5,3,exact,1,56,0.017857142857142856,4.5200153052082914e-4,0.09552590263233962,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0,Peru _ 2018
CHIKV VLP,Peru,2018,5-9,8,exact,4,126,0.031746031746031744,0.008716160791083949,0.07928800565262084,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.009213430630933243,Peru _ 2018
CHIKV VLP,Peru,2018,10-17,13,exact,1,153,0.006535947712418301,1.654621788018673e-4,0.03587654535465323,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0,Peru _ 2018
CHIKV VLP,Peru,2018,18-39,29.5,exact,19,295,0.06440677966101695,0.03921909564728632,0.09875408282815656,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.0426636531450516,Peru _ 2018
CHIKV VLP,Peru,2018,40-59,49,exact,11,142,0.07746478873239436,0.03930378926582023,0.13437789409780532,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.056037300012107404,Peru _ 2018
CHIKV VLP,Peru,2018,>59,65,exact,10,108,0.09259259259259259,0.045299790597483236,0.1636939733393422,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.07153077268428083,Peru _ 2018
CHIKV VLP,Senegal,2016,<5,3,exact,0,78,0,0,0.04619242032804871,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0,Senegal _ 2016
CHIKV VLP,Senegal,2016,5-9,8,exact,8,119,0.06722689075630252,0.029468535026432208,0.12816954961070048,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.045551931879432656,Senegal _ 2016
CHIKV VLP,Senegal,2016,10-17,13,exact,49,146,0.3356164383561644,0.25966695399412953,0.418390726613319,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.320428983410754,Senegal _ 2016
CHIKV VLP,Senegal,2016,18-39,29.5,exact,102,205,0.4975609756097561,0.42715036711571996,0.5680431326717035,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.48628803906309276,Senegal _ 2016
CHIKV VLP,Senegal,2016,40-59,49,exact,76,113,0.672566371681416,0.5779341003117818,0.7578995286513531,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.6655236602131682,Senegal _ 2016
CHIKV VLP,Senegal,2016,>59,65,exact,28,35,0.8,0.6306211554775546,0.9155939838394356,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.796037610295808,Senegal _ 2016
CHIKV VLP,Senegal,2018,5-9,8,exact,2,94,0.02127659574468085,0.0025871611133935213,0.07475176597758049,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0,Senegal _ 2018
CHIKV VLP,Senegal,2018,10-17,13,exact,20,134,0.14925373134328357,0.0936154953639926,0.2210569347680772,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.12956152274693736,Senegal _ 2018
CHIKV VLP,Senegal,2018,18-39,29.5,exact,77,154,0.5,0.41846196156717097,0.581538038432829,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.4887860194762598,Senegal _ 2018
CHIKV VLP,Senegal,2018,40-59,49,exact,75,101,0.7425742574257426,0.6459865542184818,0.8244444369167353,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.7372237744293598,Senegal _ 2018
CHIKV VLP,Senegal,2018,>59,65,exact,32,40,0.8,0.6435219813207652,0.9094775906000093,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.796037610295808,Senegal _ 2018
CHIKV VLP,French Guiana,2015,18-39,29.5,exact,38,250,0.152,0.10986403293329694,0.20261083755877984,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.1323741741255839,French Guiana _ 2015
CHIKV VLP,French Guiana,2015,40-59,49,exact,30,158,0.189873417721519,0.13192565229010444,0.2598254707900709,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.17116306694128403,French Guiana _ 2015
CHIKV VLP,French Guiana,2015,>59,65,exact,0,1,0,0,0.975,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0,French Guiana _ 2015
CHIKV VLP,French Guiana,2019,18-39,29.5,exact,38,201,0.1890547263681592,0.13739661690773952,0.2501292116270757,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.1703245862055839,French Guiana _ 2019
CHIKV VLP,French Guiana,2019,40-59,49,exact,54,163,0.3312883435582822,0.2596477811696061,0.40919270474200564,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.3159962700378635,French Guiana _ 2019
CHIKV VLP,French Guiana,2019,>59,65,exact,3,14,0.21428571428571427,0.046579287889867316,0.5079756770484718,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.19616545679097577,French Guiana _ 2019
CHIKV VLP,New Caledonia,2020,18-39,29.5,exact,3,256,0.01171875,0.0024232387538726252,0.03386328263629146,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0,New Caledonia _ 2020
CHIKV VLP,New Caledonia,2020,40-59,49,exact,3,304,0.009868421052631578,0.0020397476293703143,0.028567279683698876,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0,New Caledonia _ 2020
CHIKV VLP,New Caledonia,2020,>59,65,exact,2,40,0.05,0.006113646599350875,0.16919686395941758,0.9991485764094687,0.02275005167020094,0.9988653886875548,Alpha,0.9772499483297992,0.9991485764094687,0.027908633246937656,New Caledonia _ 2020
CHIKV E2,Peru,2018,<5,3,exact,0,56,0,0,0.0637500966623622,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0,Peru _ 2018
CHIKV E2,Peru,2018,5-9,8,exact,6,126,0.047619047619047616,0.017673307076270572,0.10076560891382824,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.029106135070693307,Peru _ 2018
CHIKV E2,Peru,2018,10-17,13,exact,1,153,0.006535947712418301,1.654621788018673e-4,0.03587654535465323,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0,Peru _ 2018
CHIKV E2,Peru,2018,18-39,29.5,exact,10,295,0.03389830508474576,0.016373002047073815,0.06145509020953088,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.013048134572883988,Peru _ 2018
CHIKV E2,Peru,2018,40-59,49,exact,6,142,0.04225352112676056,0.01566180160557218,0.08969781497347284,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.02282661872026574,Peru _ 2018
CHIKV E2,Peru,2018,>59,65,exact,6,108,0.05555555555555555,0.020658264620303624,0.11700468294227695,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.038394586339033865,Peru _ 2018
CHIKV E2,Senegal,2016,<5,3,exact,0,78,0,0,0.04619242032804871,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0,Senegal _ 2016
CHIKV E2,Senegal,2016,5-9,8,exact,9,119,0.07563025210084033,0.03516540219760034,0.1387171194796457,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.06188890425307174,Senegal _ 2016
CHIKV E2,Senegal,2016,10-17,13,exact,50,146,0.3424657534246575,0.26600207794490716,0.42546818403509257,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.37417846164246965,Senegal _ 2016
CHIKV E2,Senegal,2016,18-39,29.5,exact,106,205,0.5170731707317073,0.4464149868223939,0.5872305023752633,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.5785293549726346,Senegal _ 2016
CHIKV E2,Senegal,2016,40-59,49,exact,73,113,0.6460176991150443,0.5504962136889734,0.7336793311699545,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.7294389209668153,Senegal _ 2016
CHIKV E2,Senegal,2016,>59,65,exact,24,35,0.6857142857142857,0.5071199996848251,0.8314828492529975,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.7758976170452765,Senegal _ 2016
CHIKV E2,Senegal,2018,5-9,8,exact,4,94,0.0425531914893617,0.01171422469390715,0.10538089779940352,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.023177336388773794,Senegal _ 2018
CHIKV E2,Senegal,2018,10-17,13,exact,21,134,0.15671641791044777,0.09970508728097016,0.229527265775205,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.15678768161012147,Senegal _ 2018
CHIKV E2,Senegal,2018,18-39,29.5,exact,82,154,0.5324675324675324,0.4504568060884455,0.6132049284977834,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.5965460671002272,Senegal _ 2018
CHIKV E2,Senegal,2018,40-59,49,exact,72,101,0.7128712871287128,0.6143105616285007,0.7985449692341517,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.8076806740585291,Senegal _ 2018
CHIKV E2,Senegal,2018,>59,65,exact,27,40,0.675,0.5087051245215516,0.8142710332366502,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.7633582078330168,Senegal _ 2018
CHIKV E2,French Guiana,2015,18-39,29.5,exact,47,250,0.188,0.1415279402962406,0.24203763681877788,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.1934002611051015,French Guiana _ 2015
CHIKV E2,French Guiana,2015,40-59,49,exact,39,158,0.2468354430379747,0.18178958038677695,0.3216279229297744,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.26225801943929306,French Guiana _ 2015
CHIKV E2,French Guiana,2015,>59,65,exact,0,1,0,0,0.975,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0,French Guiana _ 2015
CHIKV E2,French Guiana,2019,18-39,29.5,exact,37,201,0.18407960199004975,0.13304488978831353,0.244686655178329,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.1888120434457433,French Guiana _ 2019
CHIKV E2,French Guiana,2019,40-59,49,exact,47,163,0.2883435582822086,0.2201795883152997,0.3643810945228959,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.3108368287558214,French Guiana _ 2019
CHIKV E2,French Guiana,2019,>59,65,exact,2,14,0.14285714285714285,0.017794515483191553,0.4281291609096989,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.14056755029078022,French Guiana _ 2019
CHIKV E2,New Caledonia,2020,18-39,29.5,exact,13,256,0.05078125,0.027312525005386057,0.08527212595645983,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.0328070023729227,New Caledonia _ 2020
CHIKV E2,New Caledonia,2020,40-59,49,exact,10,304,0.03289473684210526,0.015884855432558354,0.059661085331127794,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.011873613638640368,New Caledonia _ 2020
CHIKV E2,New Caledonia,2020,>59,65,exact,2,40,0.05,0.006113646599350875,0.16919686395941758,0.8771983436618982,0.02274933949267898,0.976682077454072,Alpha,0.977250660507321,0.8771983436618982,0.031892670451195475,New Caledonia _ 2020
ONNV VLP,Peru,2018,<5,3,exact,0,56,0,0,0.0637500966623622,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0,Peru _ 2018
ONNV VLP,Peru,2018,5-9,8,exact,4,126,0.031746031746031744,0.008716160791083949,0.07928800565262084,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.009418106551173873,Peru _ 2018
ONNV VLP,Peru,2018,10-17,13,exact,0,153,0,0,0.02382199129343554,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0,Peru _ 2018
ONNV VLP,Peru,2018,18-39,29.5,exact,7,295,0.023728813559322035,0.009592233459945754,0.04827716272824023,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.0010238890096660013,Peru _ 2018
ONNV VLP,Peru,2018,40-59,49,exact,4,142,0.028169014084507043,0.007727337502597353,0.07055190025304803,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.00567288424321308,Peru _ 2018
ONNV VLP,Peru,2018,>59,65,exact,6,108,0.05555555555555555,0.020658264620303624,0.11700468294227695,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.03434724253853856,Peru _ 2018
ONNV VLP,Senegal,2016,<5,3,exact,0,78,0,0,0.04619242032804871,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0,Senegal _ 2016
ONNV VLP,Senegal,2016,5-9,8,exact,8,119,0.06722689075630252,0.029468535026432208,0.12816954961070048,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.04656740723822703,Senegal _ 2016
ONNV VLP,Senegal,2016,10-17,13,exact,48,146,0.3287671232876712,0.25334969042889655,0.4112956611421502,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.32040623220176734,Senegal _ 2016
ONNV VLP,Senegal,2016,18-39,29.5,exact,103,205,0.5024390243902439,0.4319568673282965,0.57284963288428,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.5022448306721141,Senegal _ 2016
ONNV VLP,Senegal,2016,40-59,49,exact,73,113,0.6460176991150443,0.5504962136889734,0.7336793311699545,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.6525751075703194,Senegal _ 2016
ONNV VLP,Senegal,2016,>59,65,exact,29,35,0.8285714285714286,0.6635016999818028,0.9343781988437493,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.8437131909283077,Senegal _ 2016
ONNV VLP,Senegal,2018,5-9,8,exact,2,94,0.02127659574468085,0.0025871611133935213,0.07475176597758049,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0,Senegal _ 2018
ONNV VLP,Senegal,2018,10-17,13,exact,18,134,0.13432835820895522,0.08159537547343787,0.20396602054478807,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.11682423473554059,Senegal _ 2018
ONNV VLP,Senegal,2018,18-39,29.5,exact,77,154,0.5,0.41846196156717097,0.581538038432829,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.49969111430267676,Senegal _ 2018
ONNV VLP,Senegal,2018,40-59,49,exact,73,101,0.7227722772277227,0.6248176918628167,0.8072312812999453,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.7329389708181173,Senegal _ 2018
ONNV VLP,Senegal,2018,>59,65,exact,31,40,0.775,0.6154883226965775,0.891603361015928,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.7876226349567372,Senegal _ 2018
ONNV VLP,French Guiana,2015,18-39,29.5,exact,32,250,0.128,0.08922514191601683,0.17586971205152313,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.11019829363609318,French Guiana _ 2015
ONNV VLP,French Guiana,2015,40-59,49,exact,18,158,0.11392405063291139,0.06893359513090858,0.17406393510217988,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.09546044088730979,French Guiana _ 2015
ONNV VLP,French Guiana,2015,>59,65,exact,0,1,0,0,0.975,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0,French Guiana _ 2015
ONNV VLP,French Guiana,2019,18-39,29.5,exact,25,201,0.12437810945273632,0.08213301401566953,0.17811113506601717,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.10640608835276143,French Guiana _ 2019
ONNV VLP,French Guiana,2019,40-59,49,exact,32,163,0.19631901840490798,0.138327157556265,0.26568942289654063,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.18172992585033995,French Guiana _ 2019
ONNV VLP,French Guiana,2019,>59,65,exact,2,14,0.14285714285714285,0.017794515483191553,0.4281291609096989,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.1257540744922085,French Guiana _ 2019
ONNV VLP,New Caledonia,2020,18-39,29.5,exact,14,256,0.0546875,0.030217175352924452,0.0900547978340569,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.0334383677889992,New Caledonia _ 2020
ONNV VLP,New Caledonia,2020,40-59,49,exact,11,304,0.03618421052631579,0.018198944410549367,0.06382004867243063,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.014064984969871243,New Caledonia _ 2020
ONNV VLP,New Caledonia,2020,>59,65,exact,2,40,0.05,0.006113646599350875,0.16919686395941758,0.9778391169338744,0.02275090924020295,0.996780006664688,Alpha,0.977249090759797,0.9778391169338744,0.028530444141486856,New Caledonia _ 2020
MAYV E2,Peru,2018,<5,3,exact,4,56,0.07142857142857142,0.019803931508829753,0.17290469813936982,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.06065104069384158,Peru _ 2018
MAYV E2,Peru,2018,5-9,8,exact,7,126,0.05555555555555555,0.022625213272668088,0.11111709158504524,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.040873612008161406,Peru _ 2018
MAYV E2,Peru,2018,10-17,13,exact,7,153,0.0457516339869281,0.01858971490739436,0.09199214291095181,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.028658141349359116,Peru _ 2018
MAYV E2,Peru,2018,18-39,29.5,exact,59,295,0.2,0.1558769224717821,0.25026286961842337,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.2208482130478493,Peru _ 2018
MAYV E2,Peru,2018,40-59,49,exact,41,142,0.2887323943661972,0.21582621784279588,0.37068110082372874,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.3314068249541362,Peru _ 2018
MAYV E2,Peru,2018,>59,65,exact,52,108,0.48148148148148145,0.38430824763796645,0.5796957945165946,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.5715679484072407,Peru _ 2018
MAYV E2,Senegal,2016,<5,3,exact,0,78,0,0,0.04619242032804871,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0,Senegal _ 2016
MAYV E2,Senegal,2016,5-9,8,exact,7,119,0.058823529411764705,0.023974559730976175,0.11744630485242791,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.0449454355610955,Senegal _ 2016
MAYV E2,Senegal,2016,10-17,13,exact,39,146,0.2671232876712329,0.1973519222837481,0.3465970832186376,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.3044823532570193,Senegal _ 2016
MAYV E2,Senegal,2016,18-39,29.5,exact,89,205,0.43414634146341463,0.3652544167854086,0.5049708051359869,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.51258940497709915,Senegal _ 2016
MAYV E2,Senegal,2016,40-59,49,exact,50,113,0.4424778761061947,0.34910004469296874,0.5389453481338728,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.5229703139082098,Senegal _ 2016
MAYV E2,Senegal,2016,>59,65,exact,11,35,0.3142857142857143,0.16851715074700246,0.49288000031517487,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.36324569958474484,Senegal _ 2016
MAYV E2,Senegal,2018,5-9,8,exact,2,94,0.02127659574468085,0.0025871611133935213,0.07475176597758049,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0,Senegal _ 2018
MAYV E2,Senegal,2018,10-17,13,exact,13,134,0.09701492537313433,0.05267430723069655,0.1601842764057524,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.09253107499314658,Senegal _ 2018
MAYV E2,Senegal,2018,18-39,29.5,exact,74,154,0.4805194805194805,0.3994224082217043,0.5623805006127328,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.5703693163656842,Senegal _ 2018
MAYV E2,Senegal,2018,40-59,49,exact,53,101,0.5247524752475248,0.4229612050916355,0.6250542275124293,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.6254826549893255,Senegal _ 2018
MAYV E2,Senegal,2018,>59,65,exact,18,40,0.45,0.2925883500398798,0.6150932054659868,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.5323427148473088,Senegal _ 2018
MAYV E2,French Guiana,2015,18-39,29.5,exact,46,250,0.184,0.13797348444614,0.23769221100381044,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.2009125649326839,French Guiana _ 2015
MAYV E2,French Guiana,2015,40-59,49,exact,58,158,0.3670886075949367,0.2919166600797056,0.44734783125374167,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.4290369433644501,French Guiana _ 2015
MAYV E2,French Guiana,2015,>59,65,exact,0,1,0,0,0.975,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0,French Guiana _ 2015
MAYV E2,French Guiana,2019,18-39,29.5,exact,43,201,0.21393034825870647,0.15936010868047557,0.2771425999559014,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.23820512061080407,French Guiana _ 2019
MAYV E2,French Guiana,2019,40-59,49,exact,68,163,0.4171779141104294,0.340551626585446,0.4968721420255263,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.4914471176785452,French Guiana _ 2019
MAYV E2,French Guiana,2019,>59,65,exact,9,14,0.6428571428571429,0.3513801106159915,0.8724015701408406,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.7726384733783204,French Guiana _ 2019
MAYV E2,New Caledonia,2020,18-39,29.5,exact,4,256,0.015625,0.004273272485754598,0.039520756533374946,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0,New Caledonia _ 2020
MAYV E2,New Caledonia,2020,40-59,49,exact,4,304,0.013157894736842105,0.0035964080886481398,0.033344933432320256,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0,New Caledonia _ 2020
MAYV E2,New Caledonia,2020,>59,65,exact,2,40,0.05,0.006113646599350875,0.16919686395941758,0.8253334990273516,0.02275111456860346,0.9794087979971116,Alpha,0.9772488854313964,0.8253334990273516,0.03395151196817344,New Caledonia _ 2020
DENV1 VLP,Peru,2018,<5,3,exact,22,56,0.39285714285714285,0.2649912625037286,0.5324630725542131,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.393178421408306,Peru _ 2018
DENV1 VLP,Peru,2018,5-9,8,exact,40,126,0.31746031746031744,0.23742204801799216,0.4063083986736611,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.3130815739697332,Peru _ 2018
DENV1 VLP,Peru,2018,10-17,13,exact,89,153,0.5816993464052288,0.49932313398938644,0.6608483577093756,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.5937925067885086,Peru _ 2018
DENV1 VLP,Peru,2018,18-39,29.5,exact,250,295,0.847457627118644,0.8012613225484895,0.8865073396261159,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.8761173971775421,Peru _ 2018
DENV1 VLP,Peru,2018,40-59,49,exact,132,142,0.9295774647887324,0.8743042612317997,0.9657150310346607,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.963356350209355,Peru _ 2018
DENV1 VLP,Peru,2018,>59,65,exact,104,108,0.9629629629629629,0.9078809272401651,0.9898180262727522,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.9988230046719005,Peru _ 2018
DENV1 VLP,Senegal,2016,<5,3,exact,5,78,0.0641025641025641,0.021139720411461393,0.14328759610688568,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.043930224277362886,Senegal _ 2016
DENV1 VLP,Senegal,2016,5-9,8,exact,20,119,0.16806722689075632,0.10578773332657065,0.24756260652701034,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.1543757462276692,Senegal _ 2016
DENV1 VLP,Senegal,2016,10-17,13,exact,60,146,0.410958904109589,0.3302850494660019,0.4953217200770126,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.4124085945856994,Senegal _ 2016
DENV1 VLP,Senegal,2016,18-39,29.5,exact,156,205,0.7609756097560976,0.6966079520042264,0.8176312220071077,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.7842443386712945,Senegal _ 2016
DENV1 VLP,Senegal,2016,40-59,49,exact,103,113,0.911504424778761,0.8432715383282438,0.9567440337570912,0.9640708931010828,0.02275013194817921,0.9968587582273984,Flavi,0.9772498680518208,0.9640708931010828,0.94415668867439,Senegal _ 2016
