antigen,site,bin_id,xmin,xmax,count
CHIKV E2,New Caledonia,10,5.252373961460254,5.509514677685994,107
CHIKV E2,New Caledonia,11,5.509514677685994,5.766655393911734,235
CHIKV E2,New Caledonia,12,5.766655393911734,6.023796110137475,160
CHIKV E2,New Caledonia,13,6.023796110137475,6.280936826363215,53
CHIKV E2,New Caledonia,14,6.280936826363215,6.5380775425889555,22
CHIKV E2,New Caledonia,15,6.5380775425889555,6.795218258814696,6
CHIKV E2,New Caledonia,16,6.795218258814696,7.052358975040436,2
CHIKV E2,New Caledonia,17,7.052358975040436,7.3094996912661765,3
CHIKV E2,New Caledonia,18,7.3094996912661765,7.566640407491916,1
CHIKV E2,New Caledonia,19,7.566640407491916,7.823781123717657,0
CHIKV E2,New Caledonia,20,7.823781123717657,8.080921839943397,0
CHIKV E2,New Caledonia,21,8.080921839943397,8.338062556169138,3
CHIKV E2,New Caledonia,22,8.338062556169138,8.595203272394876,0
CHIKV E2,New Caledonia,23,8.595203272394876,8.852343988620618,0
CHIKV E2,New Caledonia,24,8.852343988620618,9.10948470484636,0
CHIKV E2,New Caledonia,25,9.10948470484636,9.366625421072097,0
CHIKV E2,New Caledonia,26,9.366625421072097,9.623766137297839,0
CHIKV E2,New Caledonia,27,9.623766137297839,9.880906853523578,0
CHIKV E2,New Caledonia,28,9.880906853523578,10.138047569749318,0
CHIKV E2,New Caledonia,29,10.138047569749318,10.39518828597506,0
CHIKV E2,New Caledonia,30,10.39518828597506,10.6523290022008,0
CHIKV E2,Peru,1,2.938107515428592,3.195248231654332,0
CHIKV E2,Peru,2,3.195248231654332,3.4523889478800722,0
CHIKV E2,Peru,3,3.4523889478800722,3.709529664105813,0
CHIKV E2,Peru,4,3.709529664105813,3.9666703803315526,0
CHIKV E2,Peru,5,3.9666703803315526,4.223811096557293,0
CHIKV E2,Peru,6,4.223811096557293,4.480951812783033,0
CHIKV E2,Peru,7,4.480951812783033,4.738092529008774,0
CHIKV E2,Peru,8,4.738092529008774,4.995233245234514,35
CHIKV E2,Peru,9,4.995233245234514,5.252373961460254,192
CHIKV E2,Peru,10,5.252373961460254,5.509514677685994,295
CHIKV E2,Peru,11,5.509514677685994,5.766655393911734,174
CHIKV E2,Peru,12,5.766655393911734,6.023796110137475,97
CHIKV E2,Peru,13,6.023796110137475,6.280936826363215,45
CHIKV E2,Peru,14,6.280936826363215,6.5380775425889555,25
CHIKV E2,Peru,15,6.5380775425889555,6.795218258814696,8
CHIKV E2,Peru,16,6.795218258814696,7.052358975040436,2
CHIKV E2,Peru,17,7.052358975040436,7.3094996912661765,5
CHIKV E2,Peru,18,7.3094996912661765,7.566640407491916,0
CHIKV E2,Peru,19,7.566640407491916,7.823781123717657,2
CHIKV E2,Peru,20,7.823781123717657,8.080921839943397,0
CHIKV E2,Peru,21,8.080921839943397,8.338062556169138,0
CHIKV E2,Peru,22,8.338062556169138,8.595203272394876,0
CHIKV E2,Peru,23,8.595203272394876,8.852343988620618,0
CHIKV E2,Peru,24,8.852343988620618,9.10948470484636,0
CHIKV E2,Peru,25,9.10948470484636,9.366625421072097,0
CHIKV E2,Peru,26,9.366625421072097,9.623766137297839,0
CHIKV E2,Peru,27,9.623766137297839,9.880906853523578,0
CHIKV E2,Peru,28,9.880906853523578,10.138047569749318,0
CHIKV E2,Peru,29,10.138047569749318,10.39518828597506,0
