antigen,site,age_cat,male,ymin,lower,middle,upper,ymax,n
DENV1 NS1,Peru,10-17,Male,3.372387759527676,3.8880795729448394,4.6415844462128995,5.797738459340518,9.556077250390624,73
DENV1 NS1,Peru,18-39,Female,3.3998948127861865,4.95148517973597,7.373619103296027,8.895931714392336,9.881877865133715,219
DENV1 NS1,Peru,18-39,Male,3.659992764903402,5.132002201332385,7.395710832547152,8.900623013655292,9.699635245982652,76
DENV1 NS1,Peru,40-59,Female,3.681769847423308,5.259826359539721,7.808456198477835,8.866076988486228,9.929010951587705,84
DENV1 NS1,Peru,40-59,Male,3.943106439062883,5.705589806915894,7.931248770354591,8.796305782804083,9.56867021649347,58
DENV1 NS1,Peru,5-9,Female,3.425815784483458,3.7477763269796345,4.0896324916666815,5.110175897168378,8.522856436876685,63
DENV1 NS1,Peru,5-9,Male,3.379069967147279,3.8805714595638814,4.159332194890965,4.66884367624864,8.652174224555253,63
DENV1 NS1,Peru,<5,Female,3.2561069199944743,3.851964044150615,4.198848837955799,4.6142823791954735,9.054342501496553,23
DENV1 NS1,Peru,<5,Male,3.3733355628554276,3.834992631595169,4.0896324916666815,4.354719208662584,9.351423815637135,33
DENV1 NS1,Peru,>59,Female,4.158079362891963,5.8298659419925105,8.08871377291863,9.047342334369791,9.534441785929864,50
DENV1 NS1,Peru,>59,Male,4.214527990642884,6.174314032984363,8.563146658644325,9.068710800364986,9.602450409047004,58
DENV1 NS1,Senegal,10-17,Female,4.964176451310551,5.437712768883472,5.715663607339415,5.876191205319866,8.159756220501421,154
DENV1 NS1,Senegal,10-17,Male,4.987619695007848,5.454579274278714,5.688805661359606,5.870421922841494,8.241180984714605,126
DENV1 NS1,Senegal,18-39,Female,3.699579624918768,5.786087933116787,6.19527346015791,7.205656511331776,8.901031970203647,234
DENV1 NS1,Senegal,18-39,Male,5.059166846299896,5.795985024337637,6.1636252853466225,6.884650938786249,8.87331677527234,125
DENV1 NS1,Senegal,40-59,Female,5.265650136236,6.313891694675142,7.1898685036280465,7.7672122840610385,9.20241184370834,124
DENV1 NS1,Senegal,40-59,Male,5.256386312202452,6.5888348440441895,7.495077969928214,8.134218166915668,9.172706242938418,90
DENV1 NS1,Senegal,5-9,Female,3.4919402601405234,5.322712675116535,5.696359520506746,5.824602942344464,7.5802014215059454,104
DENV1 NS1,Senegal,5-9,Male,3.612568247929138,5.415220730825248,5.631497232310598,5.812514326288847,8.603353015126315,109
DENV1 NS1,Senegal,<5,Female,3.3837266755002906,3.5451397540238423,3.6917103621313,3.847828357655425,5.642509145835943,44
DENV1 NS1,Senegal,<5,Male,3.4040282896795184,3.5905016196078416,3.64209592574685,3.8379980447534026,5.942060793843108,34
DENV1 NS1,Senegal,>59,Female,5.209138441725649,7.050855038307444,7.385506050854769,7.839088234499597,8.542516085648092,42
DENV1 NS1,Senegal,>59,Male,5.573266423588598,6.877827202617745,7.398904137642277,7.894684626107788,8.71298024097516,33
DENV1 VLP,French Guiana,18-39,Female,5.111144920916904,9.424120159765648,9.670222919348282,9.878903887283649,10.234895805632622,128
DENV1 VLP,French Guiana,18-39,Male,3.8746621521147895,9.154184832689515,9.621894641933954,9.808812711824977,10.204427979450648,323
DENV1 VLP,French Guiana,40-59,Female,5.780478540322423,9.303768939527465,9.610778954245824,9.801492597362646,10.140668470487276,94
DENV1 VLP,French Guiana,40-59,Male,4.716147041570819,9.191061785009845,9.63398558759882,9.779119623049617,10.09344309088705,227
DENV1 VLP,French Guiana,>59,Female,8.811922966502536,9.043634543571716,9.275346120640897,9.507057697710078,9.738769274779258,2
DENV1 VLP,French Guiana,>59,Male,6.466437154256161,9.537184242561423,9.6577837155033,9.784702003516523,9.99365293236894,13
DENV1 VLP,New Caledonia,18-39,Female,4.1419998688220385,7.648083104858854,9.422356712587241,9.818788146478783,10.072250732929144,156
DENV1 VLP,New Caledonia,18-39,Male,4.1183223040351145,8.906266645105507,9.586448060278087,9.794806042259465,10.141960195451306,100
