antigen,site,age_cat,ymin,lower,middle,upper,ymax,n
DENV4 NS1,Senegal,10-17,4.88435541587538,5.52513238350464,5.764604091660862,5.930831122120323,7.193824813216182,280
DENV4 NS1,Senegal,18-39,3.5939656028022453,5.768673724405323,5.983292737199212,6.37988049721593,8.837996000714671,359
DENV4 NS1,Senegal,40-59,5.066670510173155,6.037662200929555,6.453342850366421,7.04971582876464,9.091785488068622,214
DENV4 NS1,Senegal,5-9,3.4713632807099133,5.432529276165673,5.7511327260304785,5.885152469514873,7.231374158592943,213
DENV4 NS1,Senegal,<5,3.3643911611577453,3.541321869316823,3.638983178188579,3.782084021829253,5.726461707437971,78
DENV4 NS1,Senegal,>59,5.201098545312093,6.196505081459976,6.650766320974096,7.09062574232062,8.458830690336356,75
DENV4 VLP,French Guiana,18-39,4.09359074477584,8.649143354372177,9.118135891154354,9.326759662506678,9.760114961970531,451
DENV4 VLP,French Guiana,40-59,4.749396289742746,8.703064573079573,9.102311102971754,9.28737034723436,9.579380153872002,321
DENV4 VLP,French Guiana,>59,6.062171953917481,8.999424574846463,9.192210594145546,9.34694570298066,9.475199615114583,15
DENV4 VLP,New Caledonia,18-39,4.614305342217648,7.284029387672732,8.910419299845689,9.331034950706144,9.686138714703526,256
DENV4 VLP,New Caledonia,40-59,4.346409551359808,8.10524895611256,9.067399883668752,9.398341735638704,9.714815959780298,304
DENV4 VLP,New Caledonia,>59,4.98577442455024,8.717874519218547,9.237880039292993,9.424846985174984,9.714667771383178,40
DENV4 VLP,Peru,10-17,3.751082189703298,5.203150625956611,7.591842435483418,8.613706512179887,9.673282851153733,153
DENV4 VLP,Peru,18-39,4.218569023326334,8.07127926935259,8.948599711813143,9.310800624047666,9.754988247938895,295
DENV4 VLP,Peru,40-59,4.596078054167909,8.614354196684229,9.12275449394446,9.353604380689614,9.734851159572152,142
DENV4 VLP,Peru,5-9,3.828724715620327,4.54906284172853,5.1888404142415725,7.5550114628208025,9.536992096458611,126
DENV4 VLP,Peru,<5,4.182181301093801,5.011721920661981,5.699975167188064,7.610185729840149,9.54510500307435,56
DENV4 VLP,Peru,>59,5.973310864610225,8.99948931369032,9.31617046378096,9.435087648158365,9.755464586541766,108
DENV4 VLP,Senegal,10-17,4.849801533566756,5.694680877714414,6.0801185246686735,7.473078752502448,9.2215411609702,280
DENV4 VLP,Senegal,18-39,5.123946249868097,7.163387656468393,8.02399688461451,8.630265586414069,9.387435666730465,359
DENV4 VLP,Senegal,40-59,5.295901950593838,8.210677246116894,8.71287655370249,9.003958981371271,9.420551065342206,214
DENV4 VLP,Senegal,5-9,3.7957405031167943,5.47057174465551,5.816224609381455,6.272182406937982,9.25692962126005,213
DENV4 VLP,Senegal,<5,3.362876420820515,3.9696153422622524,4.922319780900608,5.690108593845526,7.694555513277244,78
DENV4 VLP,Senegal,>59,4.902445267052179,8.321170255427536,8.722340149520074,8.905487092092699,9.346358834491182,75
JEV E,French Guiana,18-39,3.842866764078024,7.260154734923985,7.83508178814776,8.227070573029296,8.927804036799987,451
JEV E,French Guiana,40-59,4.270842573736993,7.387073130069415,7.915537122193975,8.28502301748525,8.951032662920865,321
JEV E,French Guiana,>59,5.27488105965909,7.627220503728957,7.861551892018826,8.109996402592344,8.624178957069013,15
JEV E,New Caledonia,18-39,4.462856928368308,5.952153441307099,6.594953100975344,7.960185521254309,8.613103733339743,256
JEV E,New Caledonia,40-59,4.30694413354765,6.139815364177986,7.6045902388148505,8.096122433450399,8.876892233573153,304
JEV E,New Caledonia,>59,5.640999299032225,6.383840220653148,7.847172606045019,8.24163649134486,9.256009422707898,40
JEV E,Peru,10-17,3.619116961124669,4.729157945616402,5.600591539638339,7.449466963197134,9.165890869936293,153
JEV E,Peru,18-39,3.958224558138944,6.112468465622901,7.6901310669099345,8.14335886279731,9.250690835896751,295
JEV E,Peru,40-59,4.703892863477863,7.346095150470154,7.914993574908978,8.269270803564432,9.035641658450132,142
JEV E,Peru,5-9,3.509917669159677,4.39716142214346,4.868662929771222,5.81515631163717,8.669469246870687,126
JEV E,Peru,<5,3.8618949153854945,4.530584099896915,5.0132122679147475,5.783081824276535,8.624165276782284,56
JEV E,Peru,>59,5.257446188771225,7.878937807078993,8.182686557388255,8.508267928762535,9.186382640706874,108
JEV E,Senegal,10-17,5.244454421297847,5.9097937430618845,6.212961335152789,6.792722070833539,8.705977365459054,280
JEV E,Senegal,18-39,5.11648301380326,6.576972209864043,7.27302677273892,7.803865785184671,8.696450577297801,359
JEV E,Senegal,40-59,5.685196759911497,7.404429840293482,7.781041830796434,8.158005812840475,9.128579082312918,214
JEV E,Senegal,5-9,3.629647423461491,5.75477255301818,6.049965077498103,6.267946804698633,8.734088385942513,213
JEV E,Senegal,<5,3.4279077808104352,3.783415072113298,4.321170431459791,4.798191581108705,6.3189329199778035,78
JEV E,Senegal,>59,5.540643590661704,7.596987350021795,7.829714561068723,8.090777917227506,8.521940310072742,75
JEV NS1,French Guiana,18-39,3.5120151702726115,4.799442178222169,5.683372244970156,6.816514877013015,9.220719715060216,451
JEV NS1,French Guiana,40-59,3.678213216117052,5.118306852267168,6.176980781565742,7.2706325351283665,9.25216144783538,321
JEV NS1,French Guiana,>59,4.3454894157643995,4.8571092766772175,5.745478085678453,6.318011413972381,8.850373858716065,15
JEV NS1,New Caledonia,18-39,4.132821689455327,4.931068763242674,5.288043503991952,5.890614855157684,8.767240376566601,256
JEV NS1,New Caledonia,40-59,4.248369972038481,5.059061962770326,5.500969776080381,6.089422783193155,8.746959929823783,304
JEV NS1,New Caledonia,>59,4.490554961500071,5.099263590325451,5.66496858760115,6.1272476640198175,8.648132345268156,40
JEV NS1,Peru,10-17,3.4559397356891273,4.167458584572984,4.503170500633817,5.072049934623394,9.022898253046574,153
JEV NS1,Peru,18-39,3.511509586843938,4.6484668705841194,5.452288479785882,6.521437015554245,9.393862547873283,295
JEV NS1,Peru,40-59,3.638261292483082,5.091583286323866,5.810672370704749,7.319449686114995,9.632081128175011,142
JEV NS1,Peru,5-9,3.397099235666194,4.058283421715888,4.413218823431027,4.675806607109868,7.458747233967709,126
JEV NS1,Peru,<5,3.484110612655824,4.021462015529881,4.333689216281038,4.787151418648995,8.164007146458768,56
JEV NS1,Peru,>59,3.889195818678865,5.564856556275005,6.380769183572131,8.331597743792031,9.554640503811836,108
JEV NS1,Senegal,10-17,4.802746934195737,5.624600971355582,5.876360056103542,6.08508816779255,7.863289980454065,280
JEV NS1,Senegal,18-39,3.459164518263619,5.87290071167062,6.094507305945791,6.4038260148420285,8.956256811222898,359
JEV NS1,Senegal,40-59,5.071248373596855,5.950046171242473,6.231482835852784,6.642468404149085,9.424688080385138,214
JEV NS1,Senegal,5-9,3.3638543384592943,5.54226246480322,5.81693052135294,6.047700830623925,8.897211917008836,213
JEV NS1,Senegal,<5,3.272287144933804,3.441922379595095,3.56374153385941,3.7345348150658175,6.610620615714506,78
JEV NS1,Senegal,>59,5.370703741557267,6.039816135298692,6.482984440774896,6.765616770098406,8.380363997368917,75
MAYV E2,French Guiana,18-39,3.7146304770625727,4.966399604643099,5.3771782148106215,6.293993863487433,9.85799079042431,451
MAYV E2,French Guiana,40-59,3.779011063556652,5.20500428674675,6.060440827010397,7.9462804280918915,9.516549199276415,321
MAYV E2,French Guiana,>59,4.757519027406223,5.586096610698389,7.437057991601259,7.8026740336794935,9.051254850385169,15
MAYV E2,New Caledonia,18-39,4.27070177924112,4.936005239978824,5.15945667812429,5.560929028835217,7.71835780605473,256
MAYV E2,New Caledonia,40-59,4.251596217434872,4.959943658339491,5.321275893455546,5.67344460663878,7.6521946983960065,304
MAYV E2,New Caledonia,>59,4.573894230566032,5.152169863147402,5.477624935405579,5.884352438032731,8.621832928491687,40
MAYV E2,Peru,10-17,3.5191394815331316,4.213350660088336,4.514154180082757,5.069292874303562,8.439995265011227,153
MAYV E2,Peru,18-39,3.6890385183285295,4.5956315091316355,5.016334538686465,5.847577953411233,9.13570006147871,295
MAYV E2,Peru,40-59,3.729860512848784,4.859129535111984,5.634277872611854,7.119091571319848,8.815509481593438,142
MAYV E2,Peru,5-9,3.3441980320368,4.098843717746565,4.377291900453065,4.7545280133311,9.529235932549057,126
MAYV E2,Peru,<5,3.5435309346572907,4.035396847301526,4.3205772787508,4.8175082800907925,7.935420644500825,56
MAYV E2,Peru,>59,4.090855331003019,5.609740292202664,6.528950819307465,7.349219828764307,9.363631376179583,108
MAYV E2,Senegal,10-17,4.94457819748564,5.67926203488462,5.957434938344958,6.365190540456819,8.686018887942641,280
MAYV E2,Senegal,18-39,3.697970289792507,5.966017903231995,6.537337364114732,7.479408948829899,8.612773282694054,359
MAYV E2,Senegal,40-59,5.255721677162548,6.136107379497134,6.737362081915208,7.381053831263104,8.801133727937906,214
MAYV E2,Senegal,5-9,3.651450274157614,5.570802723802443,5.829869334291317,6.0353225477397165,8.346625579189118,213
MAYV E2,Senegal,<5,3.474826738478297,3.697970289792507,3.801376578193632,3.9800121765088963,5.6895736665067185,78
MAYV E2,Senegal,>59,4.89661200282152,6.265732809234626,6.665019142956852,7.144027077025491,8.444703825326533,75
MAYV NSP1,French Guiana,18-39,3.757329856452032,5.210622561824142,5.650531967171329,6.317240799014948,9.257407268651516,451
MAYV NSP1,French Guiana,40-59,4.115651931058318,5.475685181531018,5.955892226629912,7.174809667157511,9.68619603432359,321
MAYV NSP1,French Guiana,>59,5.105966301626206,5.3621138674988815,5.706148184019314,6.586669800048899,7.886637499976633,15
MAYV NSP1,New Caledonia,18-39,4.104517604396484,5.0055108973061255,5.2692084448221594,5.622245897882344,7.886632396334402,256
MAYV NSP1,New Caledonia,40-59,4.502019508588674,5.034313823468879,5.3281025023033965,5.661856619942191,9.22346473506847,304
MAYV NSP1,New Caledonia,>59,4.70168473798404,5.074121981934875,5.430991919304047,5.898740987669122,8.650743920869953,40
MAYV NSP1,Peru,10-17,3.7374363509702846,4.438877251693019,4.696807545470276,5.120144566076571,7.435786051846611,153
MAYV NSP1,Peru,18-39,3.8755866894511017,4.765454367700752,5.044266540735928,5.4440462695525085,8.303070967325821,295
MAYV NSP1,Peru,40-59,4.160234962416991,4.939940627924804,5.318907159115585,5.74197316785438,9.01175404428536,142
MAYV NSP1,Peru,5-9,3.967960009582117,4.4408300947166115,4.736953672743539,5.157809905832924,8.518359140721744,126
MAYV NSP1,Peru,<5,3.640272602516637,4.384605383377366,4.687728867334364,5.203579794491558,8.900151150453462,56
MAYV NSP1,Peru,>59,4.02017790150805,5.129841705534067,5.392708937618961,5.793950641824032,8.114893556073767,108
MAYV NSP1,Senegal,10-17,4.922526717340826,5.76352680437021,5.966854698572611,6.191228071549142,8.636614778682487,280
MAYV NSP1,Senegal,18-39,4.740455070109844,5.840014358167982,6.06800316827664,6.378065536726845,9.211794216265718,359
MAYV NSP1,Senegal,40-59,5.178510414805416,5.892116354742444,6.098761560929212,6.385537358897389,9.2329257828299,214
MAYV NSP1,Senegal,5-9,3.687099373029856,5.616548998291063,5.863271064338994,6.115634691149207,9.158708140595246,213
MAYV NSP1,Senegal,<5,3.3068392158598687,3.742403531407242,4.051903248116528,4.402100990305858,6.078537803379593,78
MAYV NSP1,Senegal,>59,4.839279803988619,5.924527181725454,6.080207635838366,6.481539728820806,9.339335528593136,75
ONNV VLP,French Guiana,18-39,3.5892449154062103,4.484464413071217,4.83426417677759,5.2741152576001005,7.123178991019714,451
ONNV VLP,French Guiana,40-59,3.831332602627088,4.705141314437833,5.111200963723914,5.531196030904048,7.018904310431827,321
ONNV VLP,French Guiana,>59,4.280954549290378,4.945748014896796,5.060917782757455,5.468328861396882,6.262350585919906,15
ONNV VLP,New Caledonia,18-39,3.5011630946895873,4.479071429414687,4.746284872891119,5.161592410803632,6.423267756315009,256
ONNV VLP,New Caledonia,40-59,3.688718802758583,4.585779176524908,4.9120735518829886,5.268549385744605,6.523302440503409,304
ONNV VLP,New Caledonia,>59,4.174440077229758,4.611234618852697,5.152542913322502,5.433389015716126,7.427229596785066,40
ONNV VLP,Peru,10-17,3.4292427894541757,3.993799102172297,4.259731956374839,4.634121621809971,5.715475421636172,153
ONNV VLP,Peru,18-39,3.576406764457027,4.3475298283468415,4.711597108691517,5.08772381149927,6.863099628549354,295
ONNV VLP,Peru,40-59,3.573824018265283,4.548489984148229,4.90966291732318,5.405672977126029,6.360209613463078,142
ONNV VLP,Peru,5-9,3.5609350198760183,3.931828208282343,4.181343822773446,4.492867647218371,6.428260241450801,126
ONNV VLP,Peru,<5,3.567896074789118,3.8286471523520955,4.193694858475968,4.550246109788002,5.7808873758162145,56
ONNV VLP,Peru,>59,3.6642781144109584,4.905432427338475,5.186804369952483,5.539399478896478,6.3609227163039135,108
ONNV VLP,Senegal,10-17,4.496209978578032,5.038415474096642,5.278697091354947,5.678489948037406,6.876862956141042,280
ONNV VLP,Senegal,18-39,3.9287134781915976,5.308106098319788,5.89877858944088,6.497134768890014,7.053095136333462,359
ONNV VLP,Senegal,40-59,4.762974152368133,5.570146322902691,6.27199384602963,6.51930289301105,6.975594176740319,214
ONNV VLP,Senegal,5-9,3.610259747073063,4.913059913831579,5.161190782982,5.319082013887077,6.61331204973061,213
ONNV VLP,Senegal,<5,3.4526308028694803,3.590639691812309,3.866193121210264,4.042734665526314,5.570941213448689,78
ONNV VLP,Senegal,>59,4.479980920704052,5.961281930693623,6.257351652480008,6.536215273744791,7.042730057255986,75
USUV NS1,French Guiana,18-39,4.001857421228577,5.100784916805308,5.861547772049213,6.798135732918768,8.84106736052744,451
USUV NS1,French Guiana,40-59,3.867591203906373,5.427076064443021,6.356904479537596,7.348845350942698,8.979728537187603,321
USUV NS1,French Guiana,>59,4.766217160260712,4.976650248157966,5.8429095134355835,7.0113192054649955,8.673442973627484,15
USUV NS1,New Caledonia,18-39,3.972820627442909,5.081012056432142,5.492897895257595,6.129552700348787,8.744703883482405,256
USUV NS1,New Caledonia,40-59,4.034016550336735,5.227297766875585,5.677799031828854,6.307397600253708,8.757778459405781,304
USUV NS1,New Caledonia,>59,4.49339919218827,5.447803255124084,5.899418919151314,6.23722378026013,8.444176445273857,40
USUV NS1,Peru,10-17,3.4587543394711666,4.090053150453117,4.566967113356684,5.228285821320295,8.628250611907417,153
USUV NS1,Peru,18-39,3.6605206052867625,4.735474920536369,5.707275130647382,6.797264240941338,9.203035539270054,295
USUV NS1,Peru,40-59,3.776033492408607,5.079248932696112,6.097112333736328,7.488159736080745,9.371347370972504,142
USUV NS1,Peru,5-9,3.4062864669025217,3.989911796165679,4.276014152353176,4.62666302106256,7.390827200555674,126
USUV NS1,Peru,<5,3.5212787834944805,3.949641014667997,4.211869380821657,4.825490784531992,7.763282599625397,56
USUV NS1,Peru,>59,4.45310301176167,5.882983999716645,6.990171538514252,8.075955788435454,9.067317198155836,108
USUV NS1,Senegal,10-17,5.040678602328501,5.720469723206481,5.909696374406031,6.14600061776323,7.949488732188677,280
USUV NS1,Senegal,18-39,3.8049096281767896,5.928749285070334,6.183466005164883,6.451539099214253,8.87112144746337,359
USUV NS1,Senegal,40-59,5.273924522715884,5.998337258079105,6.2841999142896245,6.751802369345736,9.178378372748949,214
USUV NS1,Senegal,5-9,3.624325691281376,5.659905135563015,5.88683414844988,6.139290890996611,8.718974456412226,213
USUV NS1,Senegal,<5,3.5597871701438044,3.7615690068547645,3.8882592360917974,4.002335542464444,5.8556832749870535,78
USUV NS1,Senegal,>59,5.55149583705583,6.185112272699303,6.48695965560664,6.763126821844686,8.386915073550362,75
WNV EDIII,French Guiana,18-39,3.4944067170413726,4.544591506002208,4.894313042861404,5.255434999085443,7.56130269383007,451
WNV EDIII,French Guiana,40-59,3.46674710025258,4.697776930207164,4.968697149367459,5.309684044428052,7.469687303071017,321
WNV EDIII,French Guiana,>59,4.126668633184204,4.5283483839576775,4.6691403865610885,5.000316743073206,6.916449641061261,15
WNV EDIII,New Caledonia,18-39,3.9711522441320217,4.710972961061312,4.911859307633323,5.208326855938506,6.365418286098953,256
WNV EDIII,New Caledonia,40-59,4.021156066299027,4.709295212346575,5.004325279234923,5.310713910424097,6.931966678773738,304
WNV EDIII,New Caledonia,>59,4.3993286261645475,4.873449765269206,5.163472958939079,5.438619017122477,7.814772259156082,40
WNV EDIII,Peru,10-17,3.3212750651198713,4.072867052206773,4.3454432247384105,4.754607269367068,6.101703233171878,153
WNV EDIII,Peru,18-39,3.4301393707029946,4.355393134001472,4.612711473813645,5.026055722998217,6.897729988099315,295
WNV EDIII,Peru,40-59,3.572589493400778,4.467759938865904,4.751154485137362,5.206772204203343,6.779328471747581,142
WNV EDIII,Peru,5-9,3.190654882702807,3.9532960316474712,4.184691265593942,4.545354858418486,6.485249665527889,126
WNV EDIII,Peru,<5,3.145752194148066,3.8438787850480534,4.167806233089086,4.578900573286199,6.33459016696673,56
WNV EDIII,Peru,>59,3.6978207764481055,4.593237789740456,4.92503120157183,5.249479883243327,6.33677455515269,108
WNV EDIII,Senegal,10-17,4.601102582595994,5.332644198819057,5.566769014704811,5.789837762917902,6.864813899561699,280
WNV EDIII,Senegal,18-39,3.671676239563468,5.495731696248511,5.726417655113305,5.973742686543124,6.9574515205743745,359
WNV EDIII,Senegal,40-59,4.86322415806824,5.568126642504771,5.785502625857161,6.004044995514219,7.177630561940262,214
WNV EDIII,Senegal,5-9,3.5517350426136103,5.226099603346534,5.5286979150105084,5.731218873229833,6.961811200504185,213
WNV EDIII,Senegal,<5,2.9455992390432946,3.3993416356683692,3.667754650832955,3.994379273833761,5.811742403059738,78
WNV EDIII,Senegal,>59,4.838115272881195,5.607952193155783,5.827369501718851,6.0819983809338964,7.105795093021992,75
WNV NS1,French Guiana,18-39,3.6511597385731536,5.028473126569616,5.748956808671368,6.658145974939025,8.75734727446806,451
WNV NS1,French Guiana,40-59,3.7425407304953007,5.163704350989548,6.017183610911943,7.251274914209889,8.78792393727219,321
WNV NS1,French Guiana,>59,4.658831462369455,4.941241399602757,5.223203564584279,7.286490371335793,8.630054818703254,15
WNV NS1,New Caledonia,18-39,3.832647227882787,4.803311647008562,5.209196098670038,5.981766828293379,8.631218076473717,256
WNV NS1,New Caledonia,40-59,4.010356149587661,4.953340198267873,5.457607052285928,6.064748836931047,8.584847366522013,304
WNV NS1,New Caledonia,>59,4.240779678167262,5.213981594277039,5.557058349457161,6.293473595250765,8.211230469652842,40
WNV NS1,Peru,10-17,3.3274375727714376,4.020584753331383,4.396267036645557,5.006424074510376,8.460583430932386,153
WNV NS1,Peru,18-39,3.564567366060387,4.614335962061203,5.486264301145726,6.797867733817135,8.999142239940007,295
WNV NS1,Peru,40-59,3.672994052779616,4.899026691581179,5.754694156249159,7.475167086120151,9.326374265333378,142
WNV NS1,Peru,5-9,3.3552171368785135,3.915734953335972,4.1517741355146,4.514685837900791,7.217922211630286,126
WNV NS1,Peru,<5,3.446784330404004,3.8944401455710986,4.165842229578013,4.661182564939895,7.796203681956327,56
WNV NS1,Peru,>59,4.106375018542973,5.486145213567507,6.873134811578764,7.8832364769916605,9.072436266914565,108
WNV NS1,Senegal,10-17,4.918870618213228,5.666151737317317,5.851570717027993,6.081239543958006,8.418987805796803,280
WNV NS1,Senegal,18-39,3.5615375099339968,5.863560695038177,6.124165235645393,6.5115534241323605,8.730013234850265,359
WNV NS1,Senegal,40-59,5.149833527712519,5.93931062727102,6.232677638269166,6.63499235780435,9.084020452228556,214
WNV NS1,Senegal,5-9,3.387184122789219,5.566752596731088,5.832425503464921,6.015654407009279,8.70857000016466,213
WNV NS1,Senegal,<5,3.246826765094297,3.4892318673334706,3.6124541483649315,3.741767004310322,5.734013917581023,78
WNV NS1,Senegal,>59,5.389273539966115,6.077633130027228,6.435084423252534,7.073313990587671,8.135901366294867,75
YFV E,French Guiana,18-39,5.296658806691004,7.84212684535988,8.257726079626522,8.46767921821672,8.932526786305374,451
YFV E,French Guiana,40-59,5.905434452708013,7.847641134191326,8.248303698081939,8.469911885678652,9.10639829761725,321
YFV E,French Guiana,>59,6.231541196230543,8.097718560942013,8.326306120360242,8.413184929571011,8.627327306353049,15
YFV E,New Caledonia,18-39,4.619816189187331,7.079511980833172,7.8761189379351695,8.263953058052259,8.649684295995307,256
YFV E,New Caledonia,40-59,4.664737876578844,7.416703529690812,8.106932878276691,8.360230202449518,8.787315926233243,304
YFV E,New Caledonia,>59,5.566529938892588,7.80062314899566,8.141263184923307,8.436223331170249,8.664430998153296,40
YFV E,Peru,10-17,4.595822169209136,6.3021638872828385,7.241533388315274,7.928706135196602,8.955526297258551,153
YFV E,Peru,18-39,5.097705876016686,7.625918112953214,8.152134534712749,8.472871665862245,9.02570142179335,295
YFV E,Peru,40-59,4.938269899859106,7.907232249825117,8.273466553262457,8.508979307745028,9.088675166542812,142
YFV E,Peru,5-9,4.387255654779026,5.843575199668657,6.4744749081952016,7.396630884224149,8.690588937117864,126
YFV E,Peru,<5,4.666922959924232,5.780191809514801,6.735958559018028,7.5129409435916,8.924684178190457,56
YFV E,Peru,>59,6.507336917315812,8.121638174358925,8.448769977767974,8.62276701666365,9.107622858582555,108
YFV E,Senegal,10-17,5.425634153245154,6.162916375139228,6.809073822670301,7.337658501770427,8.720063637130163,280
YFV E,Senegal,18-39,5.2774941555955754,6.949527772231299,7.554694793316986,7.958859589828589,8.752295689140764,359
YFV E,Senegal,40-59,5.629673414447222,7.652435636515001,7.960904127761383,8.160422750038059,9.400508345530271,214
YFV E,Senegal,5-9,4.198310982755119,5.986749066971454,6.393256384877463,7.06096548773331,8.72371450562374,213
YFV E,Senegal,<5,3.5914499425743034,5.209740553658001,5.788543222666206,6.2271683169465994,7.579000783521558,78
YFV E,Senegal,>59,5.872523273877386,7.712971452443435,7.954608380336814,8.201488030017327,8.670043873558598,75
YFV NS1,French Guiana,18-39,3.595362647774989,5.348584472205976,6.055478953051337,7.022283529537516,9.264095367223886,451
YFV NS1,French Guiana,40-59,4.059313754543005,5.636688003159801,6.582127082186441,7.536886684467617,9.428325680274012,321
YFV NS1,French Guiana,>59,5.2241057272727005,5.975066439080331,6.326102846959216,8.34414673762339,8.985041781898458,15
YFV NS1,New Caledonia,18-39,3.9708175722206103,4.967200721471761,5.278193909111966,5.815928168237064,8.58103313635506,256
YFV NS1,New Caledonia,40-59,4.047580644555664,5.056232653865311,5.444957301844817,5.9268005344571755,8.80023091585388,304
YFV NS1,New Caledonia,>59,4.408621628654869,5.211370246025511,5.6361050198203415,6.0087671793576085,8.691681877686934,40
YFV NS1,Peru,10-17,3.1734809523610252,4.210743936040639,4.8033851937558145,5.471843909847033,7.969562876635923,153
YFV NS1,Peru,18-39,3.8437855832924104,5.433826439801649,6.151280421941169,7.322792794637158,9.713420800588157,295
YFV NS1,Peru,40-59,4.232576865388113,5.7480540797674,6.475851520461179,7.913297823013634,9.580865383165088,142
YFV NS1,Peru,5-9,3.304789082559724,4.033478780211095,4.4641451414550115,4.97869720871797,8.773328964296233,126
YFV NS1,Peru,<5,3.3026926838410313,4.459647251122972,4.854427949638564,6.208315195678529,8.422378802889634,56
YFV NS1,Peru,>59,3.871456095155592,6.228402114656671,7.737607483522868,8.646922368129214,9.613977149358094,108
YFV NS1,Senegal,10-17,4.4081452002692325,5.293721509328298,5.547694380696285,5.7592022951988024,7.490076084611543,280
YFV NS1,Senegal,18-39,4.513708124590839,5.455645934623567,5.691717679328673,5.944071019069232,8.760417006019791,359
YFV NS1,Senegal,40-59,4.486005522041505,5.473963084715672,5.756628418794319,6.0819047722874995,9.706632118966068,214
YFV NS1,Senegal,5-9,3.1369086065578253,5.108936669405466,5.445472724841918,5.657569707690075,8.866142727070349,213
YFV NS1,Senegal,<5,2.9783035763811867,3.176129319711107,3.62460228192434,4.382524945562337,6.610248361824586,78
YFV NS1,Senegal,>59,4.860276522709432,5.740118403239695,6.059668701896793,6.860032899269827,8.501521763032637,75
ZIKV VLP,French Guiana,18-39,3.829153959503554,6.196115422599466,6.7771749987935275,7.210433983683248,8.267630116020026,451
ZIKV VLP,French Guiana,40-59,3.934740466673063,6.32006291899426,6.890051011408663,7.262155253468836,8.236687923654374,321
ZIKV VLP,French Guiana,>59,5.312524138125045,6.2840386842826765,6.912736294239746,7.2140147820859175,7.786841173613118,15
ZIKV VLP,New Caledonia,18-39,4.2936191655816405,5.5133100306888725,6.481998506710431,7.0961608889436825,8.048574537606966,256
ZIKV VLP,New Caledonia,40-59,4.219511193427919,5.961502438861388,6.728416094856458,7.174452065388481,8.000678879323313,304
ZIKV VLP,New Caledonia,>59,4.733577558642106,6.276286100820465,6.922619486115574,7.457122091616241,8.287860069196896,40
ZIKV VLP,Peru,10-17,3.305219067337748,4.422015206359866,5.436437441663509,6.7516671809555175,8.223008415773593,153
ZIKV VLP,Peru,18-39,3.780161320187472,5.73675212839605,6.561996911316719,7.125850743546263,8.015870699360633,295
ZIKV VLP,Peru,40-59,4.079335062455387,6.1394757219562335,6.800689363397966,7.210998737067676,7.975404457638145,142
ZIKV VLP,Peru,5-9,3.1838582103334807,4.004185683274068,4.447222564265828,5.7295881597951075,7.720346507423258,126
ZIKV VLP,Peru,<5,3.712584466527913,3.9995629572047644,4.706223632294518,6.096536550114167,7.714245194069588,56
ZIKV VLP,Peru,>59,4.69024414477836,6.76402397363221,7.130677527864318,7.490934949971082,8.333811134118225,108
ZIKV VLP,Senegal,10-17,5.117993083008627,5.963377282190916,6.203026134912125,6.49036177425087,7.557916836285638,280
ZIKV VLP,Senegal,18-39,4.028585743868409,6.375157398453318,6.649733550389166,7.051027082238779,7.66185493285237,359
ZIKV VLP,Senegal,40-59,5.607639411067022,6.641076813013468,7.097027352611284,7.339831130657451,7.979052991575662,214
ZIKV VLP,Senegal,5-9,3.573640578496875,5.82774086888937,6.152748812393829,6.36900575690207,7.771618191073857,213
ZIKV VLP,Senegal,<5,3.300347243497194,3.587125316880278,3.888007916210162,4.099087449746241,6.561735062602748,78
ZIKV VLP,Senegal,>59,5.608097423062892,6.789318969576659,7.087321540880897,7.302170591957989,7.926733661814751,75
ZIKVAS EDIII,French Guiana,18-39,3.357859701764616,4.7770054022463935,5.305080191779562,6.207912641742946,8.764425218514479,451
ZIKVAS EDIII,French Guiana,40-59,3.783934886491141,4.9729625031638385,5.540308874639748,6.198924071657317,8.741442662961473,321
ZIKVAS EDIII,French Guiana,>59,4.298451033795187,4.819210393192051,4.9784782932835405,5.088123741782624,6.382350034832597,15
ZIKVAS EDIII,New Caledonia,18-39,4.296796087033434,4.879480200031226,5.1717582281843875,5.606378097569341,8.18844235000094,256
ZIKVAS EDIII,New Caledonia,40-59,4.2888909753264555,4.92424583281954,5.2215881173279435,5.6533906013527195,8.405151464413079,304
ZIKVAS EDIII,New Caledonia,>59,4.477194142373413,4.918405628848381,5.3013163179647345,5.967021626668283,8.14227407548821,40
ZIKVAS EDIII,Peru,10-17,3.4901576870658997,4.286393020323709,4.586483528104897,5.053102768060672,8.053791760797804,153
ZIKVAS EDIII,Peru,18-39,3.6981015843478193,4.405942349489556,4.793651083485383,5.311728883452817,8.884152620639892,295
ZIKVAS EDIII,Peru,40-59,3.877103815777142,4.518666559753087,4.828411332678732,5.326535874776165,9.09825229610506,142
ZIKVAS EDIII,Peru,5-9,3.552289468172906,4.334835379853755,4.639733252530368,5.189335288117457,8.80675213320286,126
ZIKVAS EDIII,Peru,<5,3.7178835547760594,4.413100950251037,4.6902409068616375,5.032990850277831,8.623316076789685,56
ZIKVAS EDIII,Peru,>59,3.917190923022024,4.6357867165209905,4.9982716201817095,5.287561747224123,6.928767759695789,108
ZIKVAS EDIII,Senegal,10-17,5.258436428038671,6.01365683614631,6.202789116576198,6.42725740461699,8.94778261932523,280
ZIKVAS EDIII,Senegal,18-39,4.1747459626804995,6.090445367508248,6.284919362551489,6.520976449881255,9.49698622917064,359
