xmin,xmax,xmid,count,density,n
3.2,3.4000000000000004,3.3000000000000003,12,0.017211703958691895,3486
3.4000000000000004,3.6,3.5,43,0.0616752725186461,3486
3.6,3.8000000000000003,3.7,84,0.12048192771084326,3486
3.8000000000000003,4,3.9000000000000004,77,0.11044176706827324,3486
4,4.2,4.1,107,0.15347102696500273,3486
4.2,4.4,4.300000000000001,112,0.16064257028112436,3486
4.4,4.6000000000000005,4.5,123,0.17641996557659193,3486
4.6000000000000005,4.800000000000001,4.700000000000001,155,0.22231784279977032,3486
4.800000000000001,5,4.9,172,0.2467010900745849,3486
5,5.2,5.1,174,0.2495697074010325,3486
5.2,5.4,5.300000000000001,201,0.2882960413080892,3486
5.4,5.6000000000000005,5.5,210,0.3012048192771082,3486
5.6000000000000005,5.800000000000001,5.700000000000001,307,0.4403327596098677,3486
5.800000000000001,6,5.9,331,0.4747561675272535,3486
6,6.2,6.1,301,0.4317269076305217,3486
6.2,6.4,6.300000000000001,231,0.331325301204819,3486
6.4,6.6000000000000005,6.5,118,0.1692484222604703,3486
6.6000000000000005,6.800000000000001,6.700000000000001,61,0.0874928284566838,3486
6.800000000000001,7,6.9,82,0.11761331038439514,3486
7,7.2,7.1,104,0.14916810097532976,3486
7.2,7.4,7.300000000000001,105,0.1506024096385541,3486
7.4,7.6000000000000005,7.5,83,0.11904761904761894,3486
7.6000000000000005,7.800000000000001,7.700000000000001,76,0.10900745840504868,3486
7.800000000000001,8,7.9,43,0.061675272518646226,3486
8,8.2,8.1,39,0.055938037865748906,3486
8.2,8.4,8.3,55,0.0788869764773375,3486
8.4,8.600000000000001,8.5,48,0.06884681583476727,3486
8.600000000000001,8.8,8.700000000000001,25,0.035857716580608275,3486
8.8,9,8.9,4,0.005737234652897324,3486
9,9.2,9.1,2,0.002868617326448662,3486
9.2,9.4,9.3,1,0.0014343086632243184,3486
