xmin,xmax,xmid,count,density,n
3.2,3.4000000000000004,3.3000000000000003,17,0.02438324727481352,3486
3.4000000000000004,3.6,3.5,42,0.06024096385542177,3486
3.6,3.8000000000000003,3.7,45,0.06454388984509461,3486
3.8000000000000003,4,3.9000000000000004,72,0.10327022375215161,3486
4,4.2,4.1,102,0.14629948364888112,3486
4.2,4.4,4.300000000000001,120,0.17211703958691896,3486
4.4,4.6000000000000005,4.5,146,0.2094090648307514,3486
4.6000000000000005,4.800000000000001,4.700000000000001,154,0.220883534136546,3486
4.800000000000001,5,4.9,180,0.25817555938037956,3486
5,5.2,5.1,192,0.2753872633390703,3486
5.2,5.4,5.300000000000001,189,0.27108433734939735,3486
5.4,5.6000000000000005,5.5,255,0.36574870912220275,3486
5.6000000000000005,5.800000000000001,5.700000000000001,276,0.3958691910499136,3486
5.800000000000001,6,5.9,339,0.4862306368330482,3486
6,6.2,6.1,309,0.4432013769363163,3486
6.2,6.4,6.300000000000001,217,0.3112449799196784,3486
6.4,6.6000000000000005,6.5,125,0.1792885829030406,3486
6.6000000000000005,6.800000000000001,6.700000000000001,99,0.14199655765920813,3486
6.800000000000001,7,6.9,83,0.11904761904761947,3486
7,7.2,7.1,87,0.12478485370051624,3486
7.2,7.4,7.300000000000001,82,0.11761331038439461,3486
7.4,7.6000000000000005,7.5,82,0.11761331038439461,3486
7.6000000000000005,7.800000000000001,7.700000000000001,51,0.07314974182444056,3486
7.800000000000001,8,7.9,49,0.07028112449799222,3486
8,8.2,8.1,26,0.037292025243832606,3486
8.2,8.4,8.3,29,0.041594951233505234,3486
8.4,8.600000000000001,8.5,34,0.048766494549626824,3486
8.600000000000001,8.8,8.700000000000001,40,0.05737234652897324,3486
8.8,9,8.9,26,0.037292025243832606,3486
9,9.2,9.1,8,0.011474469305794648,3486
9.2,9.4,9.3,6,0.00860585197934591,3486
9.4,9.600000000000001,9.5,3,0.004302925989672955,3486
9.600000000000001,9.8,9.700000000000001,1,0.001434308663224331,3486
